1.07204	0.535102
1.25111	0.783557
1.43202	1.08621
1.61352	1.35343
1.79569	1.50602
1.97892	1.4973
2.17743	1.30787
2.36134	1.01853
2.5614	0.675142
2.74541	0.422621
2.91288	0.299793
3.10878	0.311192
3.28824	0.452817
3.4678	0.674056
3.64813	0.916018
3.84413	1.13432
4.01073	1.24583
4.20799	1.27362
4.39112	1.21073
4.5907	1.08232
4.77393	0.950725
4.95736	0.840232
5.14137	0.770814
5.32421	0.74673
5.52243	0.759179
5.70364	0.786023
5.88571	0.807627
6.06856	0.808598
6.24947	0.781784
6.43057	0.728291
6.62889	0.648249
6.79656	0.573605
6.97873	0.496321
7.17763	0.426445
7.36163	0.38011
7.55956	0.349632
7.69803	0.337777
7.91056	0.328404
8.10849	0.322111
8.29114	0.313049
8.45949	0.299497
8.65587	0.276724
8.83698	0.250209
9.0204	0.220223
9.21891	0.187237
9.39963	0.15917
9.58093	0.134549
9.75102	0.115385
9.96355	0.0968438
10.1446	0.0851867
10.3309	0.0762087
10.4978	0.0699434
10.7102	0.0633405
10.9093	0.0577423
11.0907	0.0527296
11.2756	0.0475672
11.4719	0.0420601
11.6417	0.0373827
12.005	0.0281775
12.1893	0.0241401
12.3878	0.0203474
12.6906	0.0156524
12.9034	0.0130519
