0.5	0.660232
0.55	0.612468
0.6	0.570713
0.65	0.53655
0.7	0.511283
0.75	0.495929
0.8	0.491207
0.85	0.497532
0.9	0.515023
0.95	0.543498
1	0.582497
1.05	0.631288
1.1	0.688893
1.15	0.75411
1.2	0.825547
1.25	0.901651
1.3	0.980747
1.35	1.06108
1.4	1.14083
1.45	1.21821
1.5	1.29143
1.55	1.35882
1.6	1.41878
1.65	1.46989
1.7	1.5109
1.75	1.54077
1.8	1.55868
1.85	1.56408
1.9	1.55666
1.95	1.53638
2	1.50347
2.05	1.4584
2.1	1.40191
2.15	1.33495
2.2	1.2587
2.25	1.17451
2.3	1.08388
2.35	0.988431
2.4	0.889879
2.45	0.789982
2.5	0.690513
2.55	0.59322
2.6	0.499797
2.65	0.411843
2.7	0.330836
2.75	0.258107
2.8	0.19481
2.85	0.141907
2.9	0.100154
2.95	0.0700871
3	0.0520166
3.05	0.0460291
3.1	0.0519887
3.15	0.0695461
3.2	0.0981505
3.25	0.137066
3.3	0.185389
3.35	0.242073
3.4	0.30595
3.45	0.37576
3.5	0.450171
3.55	0.527814
3.6	0.607304
3.65	0.687269
3.7	0.766374
3.75	0.843343
3.8	0.916985
3.85	0.986204
3.9	1.05002
3.95	1.10759
4	1.1582
4.05	1.20128
4.1	1.23641
4.15	1.26332
4.2	1.2819
4.25	1.29215
4.3	1.29423
4.35	1.28842
4.4	1.27511
4.45	1.25478
4.5	1.22801
4.55	1.19545
4.6	1.15781
4.65	1.11582
4.7	1.07025
4.75	1.02189
4.8	0.971504
4.85	0.919863
4.9	0.867695
4.95	0.815695
5	0.764509
5.05	0.714729
5.1	0.666885
5.15	0.621444
5.2	0.578801
5.25	0.539285
5.3	0.503152
5.35	0.470591
5.4	0.441723
5.45	0.416607
5.5	0.395243
5.55	0.377575
5.6	0.3635
5.65	0.35287
5.7	0.3455
5.75	0.341175
5.8	0.339652
5.85	0.340672
5.9	0.343959
5.95	0.34923
6	0.3562
6.05	0.364582
6.1	0.374095
6.15	0.384469
6.2	0.395441
6.25	0.406766
6.3	0.418213
6.35	0.429568
6.4	0.440637
6.45	0.451244
6.5	0.461232
6.55	0.470465
6.6	0.478825
6.65	0.486212
6.7	0.492546
6.75	0.497762
6.8	0.50181
6.85	0.504659
6.9	0.506287
6.95	0.506688
7	0.505867
7.05	0.503839
7.1	0.50063
7.15	0.496272
7.2	0.490809
7.25	0.484289
7.3	0.476766
7.35	0.468302
7.4	0.458961
7.45	0.448814
7.5	0.437934
7.55	0.426397
7.6	0.414282
7.65	0.401669
7.7	0.388641
7.75	0.375281
7.8	0.361672
7.85	0.347896
7.9	0.334037
7.95	0.320175
8	0.306388
8.05	0.292753
8.1	0.279343
8.15	0.266227
8.2	0.25347
8.25	0.241133
8.3	0.229271
8.35	0.217933
8.4	0.207163
8.45	0.196999
8.5	0.18747
8.55	0.178602
8.6	0.170411
8.65	0.162907
8.7	0.156093
8.75	0.149967
8.8	0.144518
8.85	0.13973
8.9	0.135582
8.95	0.132044
9	0.129085
9.05	0.126668
9.1	0.124751
9.15	0.12329
9.2	0.122238
9.25	0.121546
9.3	0.121163
9.35	0.121038
9.4	0.121119
9.45	0.121356
9.5	0.121699
9.55	0.1221
9.6	0.122513
9.65	0.122896
9.7	0.123208
9.75	0.123412
9.8	0.123477
9.85	0.123373
9.9	0.123076
9.95	0.122566
10	0.121827
10.05	0.120847
10.1	0.11962
10.15	0.118142
10.2	0.116414
10.25	0.114441
10.3	0.11223
10.35	0.109793
10.4	0.107145
10.45	0.104301
10.5	0.10128
10.55	0.098104
10.6	0.0947938
10.65	0.0913728
10.7	0.0878648
10.75	0.0842937
10.8	0.0806836
10.85	0.0770583
10.9	0.0734407
10.95	0.0698531
11	0.0663165
11.05	0.0628504
11.1	0.0594731
11.15	0.0562009
11.2	0.0530485
11.25	0.0500286
11.3	0.0471519
11.35	0.0444272
11.4	0.0418613
11.45	0.0394591
11.5	0.0372235
11.55	0.0351557
11.6	0.033255
11.65	0.0315193
11.7	0.0299447
11.75	0.0285264
11.8	0.027258
11.85	0.0261321
11.9	0.0251405
11.95	0.0242743
12	0.0235238
12.05	0.0228791
12.1	0.0223297
12.15	0.0218654
12.2	0.0214756
12.25	0.02115
12.3	0.0208784
12.35	0.0206511
12.4	0.0204586
12.45	0.0202923
12.5	0.0201437
12.55	0.0200052
12.6	0.0198699
12.65	0.0197314
12.7	0.0195843
12.75	0.0194237
12.8	0.0192455
12.85	0.0190465
12.9	0.0188239
12.95	0.0185759
13	0.0183011
13.05	0.0179989
13.1	0.0176692
13.15	0.0173123
13.2	0.0169292
13.25	0.0165212
13.3	0.01609
13.35	0.0156375
13.4	0.015166
13.45	0.014678
