0.5	0.614294
0.55	0.554287
0.6	0.500183
0.65	0.453961
0.7	0.417287
0.75	0.39149
0.8	0.377545
0.85	0.376061
0.9	0.387286
0.95	0.411105
1	0.447054
1.05	0.494346
1.1	0.551889
1.15	0.618326
1.2	0.692071
1.25	0.771352
1.3	0.854259
1.35	0.938794
1.4	1.02293
1.45	1.10463
1.5	1.18197
1.55	1.25309
1.6	1.31632
1.65	1.37017
1.7	1.41342
1.75	1.44507
1.8	1.46443
1.85	1.47111
1.9	1.46501
1.95	1.44635
2	1.41564
2.05	1.37367
2.1	1.32148
2.15	1.26036
2.2	1.19177
2.25	1.11733
2.3	1.03879
2.35	0.957944
2.4	0.876635
2.45	0.796672
2.5	0.719806
2.55	0.647684
2.6	0.581813
2.65	0.523525
2.7	0.47395
2.75	0.433995
2.8	0.404325
2.85	0.385353
2.9	0.37724
2.95	0.379891
3	0.392971
3.05	0.415914
3.1	0.447946
3.15	0.488106
3.2	0.535279
3.25	0.58822
3.3	0.645594
3.35	0.706005
3.4	0.768037
3.45	0.83028
3.5	0.89137
3.55	0.950015
3.6	1.00503
3.65	1.05534
3.7	1.10005
3.75	1.13838
3.8	1.16978
3.85	1.19383
3.9	1.21033
3.95	1.21925
4	1.22074
4.05	1.2151
4.1	1.2028
4.15	1.18444
4.2	1.16073
4.25	1.13247
4.3	1.10055
4.35	1.06588
4.4	1.02942
4.45	0.992093
4.5	0.954839
4.55	0.91853
4.6	0.883982
4.65	0.851929
4.7	0.823015
4.75	0.797773
4.8	0.776629
4.85	0.759886
4.9	0.747726
4.95	0.740214
5	0.737294
5.05	0.738801
5.1	0.744468
5.15	0.753933
5.2	0.766756
5.25	0.782428
5.3	0.800389
5.35	0.82004
5.4	0.840758
5.45	0.861912
5.5	0.882877
5.55	0.903048
5.6	0.921853
5.65	0.93876
5.7	0.953294
5.75	0.965038
5.8	0.973643
5.85	0.978834
5.9	0.980409
5.95	0.978244
6	0.972288
6.05	0.962566
6.1	0.949171
6.15	0.932263
6.2	0.912059
6.25	0.88883
6.3	0.86289
6.35	0.83459
6.4	0.804311
6.45	0.77245
6.5	0.739417
6.55	0.705625
6.6	0.671481
6.65	0.637381
6.7	0.6037
6.75	0.570789
6.8	0.538971
6.85	0.508531
6.9	0.479719
6.95	0.452745
7	0.427778
7.05	0.404943
7.1	0.384327
7.15	0.365973
7.2	0.349887
7.25	0.336038
7.3	0.324363
7.35	0.314765
7.4	0.307125
7.45	0.301297
7.5	0.297119
7.55	0.294414
7.6	0.292993
7.65	0.292664
7.7	0.293227
7.75	0.294489
7.8	0.296256
7.85	0.298345
7.9	0.300581
7.95	0.302802
8	0.304859
8.05	0.306619
8.1	0.307966
8.15	0.308801
8.2	0.309043
8.25	0.308628
8.3	0.30751
8.35	0.305658
8.4	0.303059
8.45	0.299714
8.5	0.295636
8.55	0.290853
8.6	0.285401
8.65	0.279327
8.7	0.272685
8.75	0.265535
8.8	0.257942
8.85	0.249972
8.9	0.241697
8.95	0.233185
9	0.224505
9.05	0.215725
9.1	0.206909
9.15	0.198117
9.2	0.189406
9.25	0.180829
9.3	0.17243
9.35	0.164252
9.4	0.15633
9.45	0.148693
9.5	0.141367
9.55	0.13437
9.6	0.127716
9.65	0.121414
9.7	0.115467
9.75	0.109877
9.8	0.104639
9.85	0.099746
9.9	0.0951885
9.95	0.0909539
10	0.0870278
10.05	0.0833942
10.1	0.0800358
10.15	0.0769344
10.2	0.0740717
10.25	0.0714287
10.3	0.0689868
10.35	0.0667276
10.4	0.0646335
10.45	0.0626874
10.5	0.060873
10.55	0.0591752
10.6	0.0575797
10.65	0.0560736
10.7	0.0546448
10.75	0.0532826
10.8	0.0519773
10.85	0.0507203
10.9	0.0495041
10.95	0.048322
11	0.0471685
11.05	0.0460387
11.1	0.0449287
11.15	0.0438351
11.2	0.0427554
11.25	0.0416874
11.3	0.0406294
11.35	0.0395804
11.4	0.0385395
11.45	0.0375063
11.5	0.0364804
11.55	0.0354618
11.6	0.0344508
11.65	0.0334474
11.7	0.0324522
11.75	0.0314656
11.8	0.0304881
11.85	0.0295203
11.9	0.0285628
11.95	0.0276162
12	0.0266811
12.05	0.0257582
12.1	0.0248481
12.15	0.0239515
12.2	0.023069
12.25	0.0222013
12.3	0.021349
12.35	0.0205127
12.4	0.019693
12.45	0.0188906
12.5	0.0181061
12.55	0.0173399
12.6	0.0165927
12.65	0.015865
12.7	0.0151572
12.75	0.0144699
12.8	0.0138034
12.85	0.0131582
12.9	0.0125346
12.95	0.0119327
13	0.011353
13.05	0.0107954
13.1	0.0102601
13.15	0.00974708
13.2	0.00925634
13.25	0.00878774
13.3	0.00834109
13.35	0.00791613
13.4	0.00751252
13.45	0.00712986
